"Year","EventType","Actor1","Actor2","Country","Region","Location","ConflictLat","ConflictLong","StationID","YrMoDy","MaxTemp","StationName","StationLong","StationLat","TempCat"
2004,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Northern Darfur","Tinah",13.46,24.76,627900,20040124,89.59,"NYALA",24.88,12.05,"M"
2004,"Violence against civilians","JEM: Justice and Equality Movement","Civilians (Sudan)","Sudan","Kordofan","Al Ghabshah",12.89,31.45,627720,20040929,89.59,"AROMA",32.66,13.16,"C"
2005,"Battles","NMRD: National Movement for Reform and Development","Military Forces of Sudan (1989-)","Sudan","Western Darfur","Jebel Mun",14.13,22.7,627700,20050316,89.59,"GENINA",22.45,13.48,"M"
2005,"Battles","Military Forces of Sudan (1989-)","NMRD: National Movement for Reform and Development","Sudan","Western Darfur","Jebel Mun",14.13,22.7,627700,20050316,89.59,"GENINA",22.45,13.48,"M"
2005,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","South Darfur","Kas",12.5,24.28,627900,20050316,89.59,"NYALA",24.88,12.05,"M"
2005,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","South Darfur","South Darfur",11,25,627900,20050316,89.59,"NYALA",24.88,12.05,"M"
2005,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","Northern Darfur","El Geneina",13.44,22.45,627700,20050708,89.59,"GENINA",22.45,13.48,"M"
2005,"Battles","JEM: Justice and Equality Movement","SLM/A: Sudan Liberation Movement/Army","Sudan","North Darfur","Umm Marahik",13.57,25.46,627600,20050814,89.59,"EL FASHER",25.33,13.61,"M"
2005,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","South Darfur","Nyala",12.05,24.88,627600,20050814,89.59,"EL FASHER",25.33,13.61,"M"
2005,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","South Darfur","South Darfur",11,25,627600,20050814,89.59,"EL FASHER",25.33,13.61,"M"
2006,"Violence against civilians","Police Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Darfur","Darfur",13,25,627600,20060212,89.59,"EL FASHER",25.33,13.61,"M"
2006,"Violence against civilians","LRA: Lord's Resistance Army","Civilians (Sudan)","Sudan","Eastern Equatoria","Nimule",3.59,32.04,636300,20060222,89.59,"GULU",32.33,2.75,"M"
2007,"Battles","Rizaygat Ethnic Militia","Terjem Ethnic Militia","Sudan","Darfur","Darfur",13,25,627600,20070217,89.59,"EL FASHER",25.33,13.61,"M"
2007,"Battles","Military Forces of Sudan (1989-)","SLM/A: Sudan Liberation Movement/Army","Sudan","South Darfur","Muhajiriya",12,25.63,627900,20070816,89.59,"NYALA",24.88,12.05,"M"
2007,"Battles","Rizaygat Ethnic Militia","Terjem Ethnic Militia","Sudan","Darfur","Wadi Bulbul",10.98,24.54,627900,20070816,89.59,"NYALA",24.88,12.05,"M"
2008,"Battles","Military Forces of Sudan (1989-)","SPLA/M: Sudanese People's Liberation Army/Movement","Sudan","Southern Kordofan","Abyei",9.59,28.43,628800,20080615,89.59,"WAU",28.01,7.69,"C"
2008,"Battles","Military Forces of  Uganda (1986-)","LRA: Lord's Resistance Army","Sudan","East Equatoria","Jabal Biliniang",4.8,31.75,629410,20080722,89.59,"JUBA",31.6,4.86,"C"
2008,"Violence against civilians","Military Forces of  Uganda (1986-)","Civilians (Sudan)","Sudan","East Equatoria","Kapoeta",4.77,33.59,629410,20080722,89.59,"JUBA",31.6,4.86,"C"
2008,"Battles","SPLA: Sudanese People's Liberation Army","LRA: Lord's Resistance Army","Sudan","East Equatoria","Juba",4.84,31.61,629410,20080818,89.59,"JUBA",31.6,4.86,"C"
2008,"Battles","Unidentified Armed Group (Sudan)","UNAMID: African Union-United Nations Hybrid Operation in Darfur","Sudan","Northern Darfur","El Geneina",13.44,22.45,627700,20081109,89.59,"GENINA",22.45,13.48,"M"
2009,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","Darfur","Zalingei",12.89,23.48,627700,20090114,89.59,"GENINA",22.45,13.48,"M"
2009,"Battles","Shilluk Ethnic Group","Dinka Ethnic Group (Sudan)","Sudan","Upper Nile","Thiang",7.73,31.88,628400,20090828,89.59,"MALKAL",31.64,9.55,"C"
2009,"Battles","Shilluk Ethnic Group","Dinka Ethnic Group (Sudan)","Sudan","Upper Nile","Thiang",7.73,31.88,628400,20090828,89.59,"MALKAL",31.64,9.55,"C"
2009,"Battles","Unidentified Armed Group","SPLA/M: Sudanese People's Liberation Army/Movement","Sudan","Jonglei","Jonglei",8,32,628400,20090828,89.59,"MALKAL",31.64,9.55,"C"
2009,"Violence against civilians","Shilluk Ethnic Militia","Civilians (Sudan)","Sudan","Upper Nile","Thiang",7.73,31.88,628400,20090828,89.59,"MALKAL",31.64,9.55,"C"
2009,"Battles","Dinka Ethnic Group","Mundari Ethnic Group","Sudan","Upper Nile","Khor Diar",9.33,31.41,628400,20091009,89.59,"MALKAL",31.64,9.55,"C"
2009,"Battles","Dinka Ethnic Group","Mundari Ethnic Group","Sudan","Upper Nile","Khor Diar",9.33,31.41,628400,20091009,89.59,"MALKAL",31.64,9.55,"C"
2009,"Battles","Shilluk Ethnic Group","Dinka Ethnic Group (Sudan)","Sudan","Upper Nile","Nagdiar",9.37,31.84,628400,20091009,89.59,"MALKAL",31.64,9.55,"C"
2009,"Violence against civilians","SPLA/M: Sudanese People's Liberation Army/Movement","Civilians (Sudan)","Sudan","Western Upper Nile","Bentiu",9.23,29.83,628400,20091009,89.59,"MALKAL",31.64,9.55,"C"
2010,"Battles","Military Forces of Sudan (1989-)","SLM/SLA: Sudan Liberation Movement/Army","Sudan","North Darfur","Kutum",14.19,24.66,627600,20100111,89.59,"EL FASHER",25.33,13.61,"M"
2010,"Battles","Military Forces of Sudan (1989-)","SLM/SLA: Sudan Liberation Movement/Army","Sudan","Darfur","Miski",14.85,24.21,627600,20100111,89.59,"EL FASHER",25.33,13.61,"M"
2010,"Violence against civilians","LRA: Lord's Resistance Army","Civilians (Sudan)","Sudan","Equatoria","Iso Hills",4.41,32.08,636020,20100315,89.59,"ARUA",30.91,3.04,"H"
2000,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Bahr el Ghazal","Bahr el Ghazal",8,28,646590,20000921,89.8,"OBO",26.5,5.4,"M"
2005,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","Northern Darfur","El Geneina",13.44,22.45,647560,20050213,89.8,"ABECHE",20.85,13.85,"C"
2008,"Battles","Military Forces of Sudan (1989-)","GOSS: Military Forces of Southern Sudan","Sudan","Southern Kordofan","Abyei",9.59,28.43,628800,20080601,89.8,"WAU",28.01,7.69,"C"
2008,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","Southern Kordofan","Abyei",9.59,28.43,628800,20080601,89.8,"WAU",28.01,7.69,"C"
2008,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","Southern Kordofan","Abyei",9.59,28.43,628800,20080601,89.8,"WAU",28.01,7.69,"C"
2006,"Violence against civilians","Janjaweed","Civilians (Sudan)","Sudan","Darfur","Darfur",13,25,627600,20061114,90,"EL FASHER",25.33,13.61,"M"
2007,"Battles","African Union Forces (2002-)","Military Forces of Sudan (1989-)","Sudan","Darfur","Bahairi Jebels",16.06,26,627600,20070211,90,"EL FASHER",25.33,13.61,"M"
2007,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Darfur","Jebel Marra",13.75,24.5,627600,20070211,90,"EL FASHER",25.33,13.61,"M"
2009,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","South Darfur","Muhajiriya",12,25.63,627900,20090201,90,"NYALA",24.88,12.05,"M"
2009,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","South Darfur","Muhajiriya",12,25.63,627900,20090201,90,"NYALA",24.88,12.05,"M"
2001,"Battles","NDA: National Democratic Alliance","Military Forces of Sudan (1989-)","Sudan","Blue Nile","Malawaya area",15.26,36.2,627300,20010128,90.09,"KASSALA",36.4,15.46,"C"
2001,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Police Forces of Sudan (1989-)","Sudan","Kassala","Kassala",15.45,36.39,627300,20010128,90.09,"KASSALA",36.4,15.46,"C"
2001,"Violence against civilians","Turkana Ethnic Militia (Sudan)","Civilians (Sudan)","Sudan","East Equatoria","Kapoeta",4.77,33.59,629410,20010703,90.09,"JUBA",31.6,4.86,"C"
2001,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Upper Nile","Wang Kai",9.03,29.48,628100,20010711,90.09,"KADOGLLI",29.71,11,"C"
2001,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Upper Nile","Wang Kai",9.03,29.48,628100,20010711,90.09,"KADOGLLI",29.71,11,"C"
2001,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Upper Nile","Wang Kai",9.03,29.48,628100,20010711,90.09,"KADOGLLI",29.71,11,"C"
2001,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Eastern Equatoria","Muragatika",4.51,32.78,629410,20010904,90.09,"JUBA",31.6,4.86,"C"
2003,"Battles","Front for the Liberation of Darfur","Military Forces of Sudan (1989-)","Sudan","Darfur","Jabal Madjugulu",13.73,22.31,627700,20030123,90.09,"GENINA",22.45,13.48,"M"
2004,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Darfur","Karnoi Wells",15.08,23.25,647560,20040117,90.09,"ABECHE",20.85,13.85,"C"
2005,"Battles","Military Forces of Sudan (1989-)","Unidentified Armed Group (Sudan)","Sudan","West Darfur","West Darfur",12.88,22.96,627700,20050104,90.09,"GENINA",22.45,13.48,"M"
2005,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","Northern Darfur","El Geneina",13.44,22.45,627700,20050104,90.09,"GENINA",22.45,13.48,"M"
2009,"Battles","Military Forces of Sudan (1989-)","Unidentified Armed Group (Sudan)","Sudan","South Darfur","Nyala",12.05,24.88,627900,20091214,90.09,"NYALA",24.88,12.05,"M"
2003,"Battles","SLM/A: Sudan Liberation Movement/Army","Military Forces of Sudan (1989-)","Sudan","Darfur","Jabal Tinah",14.83,23.85,627700,20030710,90.3,"GENINA",22.45,13.48,"M"
2003,"Battles","SLM/A: Sudan Liberation Movement/Army","Military Forces of Sudan (1989-)","Sudan","Darfur","Jabal Tinah",14.83,23.85,627700,20030710,90.3,"GENINA",22.45,13.48,"M"
2004,"Battles","LRA: Lord's Resistance Army","Military Forces of Uganda (1986-)","Sudan","Equatoria","Kachinga",5.06,33.7,636120,20040503,90.3,"LODWAR",35.61,3.11,"C"
2004,"Violence against civilians","Janjaweed","Civilians (Sudan)","Sudan","Northern Darfur","El Geneina",13.44,22.45,647560,20040901,90.3,"ABECHE",20.85,13.85,"C"
2006,"Battles","SLM/A: Sudan Liberation Movement/Army","Military Forces of Sudan (1989-)","Sudan","South Darfur","Abu Jabra",11.06,26.85,628090,20061129,90.3,"BABANUSA",27.81,11.33,"C"
2009,"Battles","Military Forces of Sudan (1989-)","JEM: Justice and Equality Movement","Sudan","South Darfur","Muhajiriya",12,25.63,627900,20090122,90.3,"NYALA",24.88,12.05,"M"
2009,"Battles","Military Forces of Sudan (1989-)","JEM: Justice and Equality Movement","Sudan","South Darfur","South Darfur",11,25,627900,20090122,90.3,"NYALA",24.88,12.05,"M"
1998,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","South Kordofan","Nuba Mountains",12,30.75,628030,19981112,90.5,"RASHAD",31.04,11.86,"M"
1998,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","South Kordofan","Nuba Mountains",12,30.75,628030,19981112,90.5,"RASHAD",31.04,11.86,"M"
1998,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","South Kordofan","Nuba Mountains",12,30.75,628030,19981112,90.5,"RASHAD",31.04,11.86,"M"
1998,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","South Kordofan","Nuba Mountains",12,30.75,628030,19981112,90.5,"RASHAD",31.04,11.86,"M"
1998,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","South Kordofan","Nuba Mountains",12,30.75,628030,19981112,90.5,"RASHAD",31.04,11.86,"M"
1998,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","South Kordofan","Nuba Mountains",12,30.75,628030,19981112,90.5,"RASHAD",31.04,11.86,"M"
1998,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","South Kordofan","Nuba Mountains",12,30.75,628030,19981112,90.5,"RASHAD",31.04,11.86,"M"
1999,"Battles","SSDF: South Sudan Defense Forces","SSDF-United: South Sudan Defense Forces-United","Sudan","Upper Nile","Malakal",9.53,31.65,628400,19990714,90.5,"MALKAL",31.64,9.55,"M"
1999,"Battles","SSDF: South Sudan Defense Forces","SSDF-United: South Sudan Defense Forces-United","Sudan","Upper Nile","Malakal",9.53,31.65,628400,19990714,90.5,"MALKAL",31.64,9.55,"M"
1999,"Battles","SSDF-Byel: South Sudan Defense Forces-Byel","Matiep Militia","Sudan","Western Upper Nile","Bentiu",9.23,29.83,628400,19990714,90.5,"MALKAL",31.64,9.55,"M"
1999,"Battles","SSDF: South Sudan Defense Forces","Unidentified Armed Group (Sudan)","Sudan","Western Upper Nile","Bentiu",9.23,29.83,628400,19991020,90.5,"MALKAL",31.64,9.55,"M"
1999,"Battles","SSDF: South Sudan Defense Forces","Unidentified Armed Group (Sudan)","Sudan","Western Upper Nile","Bentiu",9.23,29.83,628400,19991020,90.5,"MALKAL",31.64,9.55,"M"
1999,"Battles","SSDF: South Sudan Defense Forces","Unidentified Armed Group (Sudan)","Sudan","Western Upper Nile","Bentiu",9.23,29.83,628400,19991022,90.5,"MALKAL",31.64,9.55,"M"
1999,"Battles","SSDF: South Sudan Defense Forces","Unidentified Armed Group (Sudan)","Sudan","Western Upper Nile","Bentiu",9.23,29.83,628400,19991022,90.5,"MALKAL",31.64,9.55,"M"
2000,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Upper Nile","Malakal",9.53,31.65,628400,20000703,90.5,"MALKAL",31.64,9.55,"M"
2000,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Eastern Upper Nile","Maiwut relief centre",8.6,33.91,628400,20000820,90.5,"MALKAL",31.64,9.55,"M"
2002,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Western Upper Nile","Ler",8.3,30.13,628400,20020114,90.5,"MALKAL",31.64,9.55,"M"
2002,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Upper Nile","Malakal",9.53,31.65,628400,20020114,90.5,"MALKAL",31.64,9.55,"M"
2002,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Western Upper Nile","Bentiu",9.23,29.83,628400,20020114,90.5,"MALKAL",31.64,9.55,"M"
2002,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Upper Nile","Malakal",9.53,31.65,628400,20020114,90.5,"MALKAL",31.64,9.55,"M"
2002,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Equatoria","Kochol",4.4,33.51,636300,20020128,90.5,"GULU",32.33,2.75,"H"
2002,"Battles","LRA: Lord's Resistance Army","Military Forces of Sudan (1989-)","Sudan","Eastern Equatoria","Nisitu",4.41,32.56,636300,20020929,90.5,"GULU",32.33,2.75,"H"
2002,"Violence against civilians","SLM/A: Sudan Liberation Movement/Army","Civilians (Sudan)","Sudan","East Equatoria","Torit",4.41,32.56,636300,20020929,90.5,"GULU",32.33,2.75,"H"
2004,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","South Darfur","Nyala",12.05,24.88,627900,20040310,90.5,"NYALA",24.88,12.05,"M"
2004,"Violence against civilians","SLM/A: Sudan Liberation Movement/Army","Civilians (Sudan)","Sudan","Upper Nile","Malith",8.45,30.63,628400,20040605,90.5,"MALKAL",31.64,9.55,"M"
2004,"Battles","JEM: Justice and Equality Movement","Rizaygat Ethnic Militia","Sudan","Bahr el Ghazal","Adiai",9.26,28.83,628800,20040831,90.5,"WAU",28.01,7.69,"C"
2004,"Battles","JEM: Justice and Equality Movement","Rizaygat Ethnic Militia","Sudan","Bahr el Ghazal","Adiai",9.26,28.83,628800,20040831,90.5,"WAU",28.01,7.69,"C"
2004,"Violence against civilians","Janjaweed","Civilians (Sudan)","Sudan","Darfur","Dulaybah",10.83,25.26,627900,20040902,90.5,"NYALA",24.88,12.05,"M"
2005,"Battles","Unidentified Armed Group (Sudan)","Unidentified Armed Militia (Sudan)","Sudan","Northern Darfur","El Geneina",13.44,22.45,627700,20051109,90.5,"GENINA",22.45,13.48,"M"
2006,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","East Equatoria","Torit",4.41,32.56,629410,20061027,90.5,"JUBA",31.6,4.86,"C"
2006,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","East Equatoria","Juba",4.84,31.61,629410,20061027,90.5,"JUBA",31.6,4.86,"C"
2007,"Battles","Murle Ethnic Militia","Nuer Ethnic Militia","Sudan","Upper Nile","Junqali",6.84,31.3,629410,20070702,90.5,"JUBA",31.6,4.86,"C"
2007,"Battles","Military Forces of Sudan (1989-)","SPLA/M: Sudanese People's Liberation Army/Movement","Sudan","Kordofan","Kordofan",13.08,30.35,627710,20070907,90.5,"EL OBEID",30.23,13.16,"M"
2007,"Battles","JEM: Justice and Equality Movement","Military Forces of Sudan (1989-)","Sudan","Kordofan","Kordofan",13.08,30.35,627710,20071211,90.5,"EL OBEID",30.23,13.16,"M"
2007,"Battles","Murahaleen Arab Militia (Sudan)","SPLA/M: Sudanese People's Liberation Army/Movement","Sudan","Bahr el Ghazal","Bahr el Ghazal",8,28,628800,20071221,90.5,"WAU",28.01,7.69,"C"
2008,"Battles","Unidentified Armed Group (Sudan)","Police Forces of Sudan (1989-)","Sudan","South Darfur","Buram",10.81,25.16,627900,20080112,90.5,"NYALA",24.88,12.05,"M"
2008,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Darfur Wilayat","Sirba",13.8,22.53,627700,20080208,90.5,"GENINA",22.45,13.48,"M"
2008,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Western Darfur","Abu Sorju",13.85,22.38,627700,20080208,90.5,"GENINA",22.45,13.48,"M"
2008,"Battles","Hawazmah Ethnic Militia","Al-Falata Ethnic Militia","Sudan","South Darfur","Buram",10.81,25.16,627900,20080228,90.5,"NYALA",24.88,12.05,"M"
2008,"Riots","Protesters (Sudan)","","Sudan","East Equatoria","Juba",4.84,31.61,629410,20080610,90.5,"JUBA",31.6,4.86,"C"
2008,"Violence against civilians","UPDF: Military Forces of Uganda (1986-)","Civilians (Sudan)","Sudan","East Equatoria","Kapoeta",4.77,33.59,629410,20080611,90.5,"JUBA",31.6,4.86,"C"
2008,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","East Equatoria","Juba",4.84,31.61,629410,20080622,90.5,"JUBA",31.6,4.86,"C"
2008,"Battles","Military Forces of Sudan (1989-)","GOSS: Military Forces of Southern Sudan","Sudan","Southern Kordofan","Abyei",9.59,28.43,628090,20080704,90.5,"BABANUSA",27.81,11.33,"C"
2008,"Battles","Military Forces of Sudan (1989-)","GOSS: Military Forces of Southern Sudan","Sudan","Southern Kordofan","Abyei",9.59,28.43,628090,20080704,90.5,"BABANUSA",27.81,11.33,"C"
2008,"Battles","Military Forces of Sudan (1989-)","SLM/A-Nur: Sudan Liberation Movement/Army-Nur Faction","Sudan","Darfur","Jebel Marra",13.75,24.5,627900,20080912,90.5,"NYALA",24.88,12.05,"M"
2008,"Battles","Military Forces of Sudan (1989-)","SLM/A: Sudan Liberation Movement/Army","Sudan","Darfur","Jebel Marra",13.75,24.5,627900,20080912,90.5,"NYALA",24.88,12.05,"M"
2008,"Battles","Military Forces of Sudan (1989-)","SLM/A-Nur: Sudan Liberation Movement/Army-Nur Faction","Sudan","North Darfur","Tawila",13.5,24.89,627900,20080912,90.5,"NYALA",24.88,12.05,"M"
1997,"Riots","SAF: Sudan Alliance Forces","Military Forces of Sudan (1989-)","Sudan","Eastern","Doka area",13.51,35.76,627520,19970712,90.69,"GEDAREF",35.4,14.03,"C"
1999,"Battles","Unidentified Armed Group (Sudan)","Military Forces of Sudan (1989-)","Sudan","Bahr el Ghazal","Bahr el Ghazal",8,28,646590,19990504,90.69,"OBO",26.5,5.4,"M"
2000,"Battles","Military Forces of Sudan (1989-)","Police Forces of Sudan (1989-)","Sudan","Northern","Ed Damer",17.58,33.96,626800,20000302,90.69,"ATBARA",33.96,17.7,"C"
